user_id,date,category,transaction_type,amount_chf,profile
U0006,2025-04-27,subscriptions,expense,0.49,stable_saver
U0006,2025-05-02,salary,income,7204.59,stable_saver
U0006,2025-05-02,groceries,expense,42.8,stable_saver
U0006,2025-05-02,travel,expense,22.53,stable_saver
U0006,2025-05-03,transport,expense,60.21,stable_saver
U0006,2025-05-03,restaurants,expense,231.32,stable_saver
U0006,2025-05-03,restaurants,expense,12.75,stable_saver
U0006,2025-05-03,travel,expense,27.32,stable_saver
U0006,2025-05-05,insurance,expense,350.35,stable_saver
U0006,2025-05-05,travel,expense,32.85,stable_saver
U0006,2025-05-06,transport,expense,5.25,stable_saver
U0006,2025-05-06,shopping,expense,9.98,stable_saver
U0006,2025-05-07,groceries,expense,446.61,stable_saver
U0006,2025-05-08,transport,expense,50.57,stable_saver
U0006,2025-05-09,rent,expense,2257.82,stable_saver
U0006,2025-05-09,subscriptions,expense,1.35,stable_saver
U0006,2025-05-10,subscriptions,expense,39.99,stable_saver
U0006,2025-05-12,travel,expense,36.77,stable_saver
U0006,2025-05-12,subscriptions,expense,30.77,stable_saver
U0006,2025-05-13,travel,expense,142.4,stable_saver
U0006,2025-05-13,travel,expense,14.07,stable_saver
U0006,2025-05-15,shopping,expense,41.27,stable_saver
U0006,2025-05-16,groceries,expense,231.94,stable_saver
U0006,2025-05-17,shopping,expense,182.96,stable_saver
U0006,2025-05-17,subscriptions,expense,10.76,stable_saver
U0006,2025-05-18,shopping,expense,81.57,stable_saver
U0006,2025-05-20,transport,expense,7.29,stable_saver
U0006,2025-05-21,restaurants,expense,18.39,stable_saver
U0006,2025-05-22,transport,expense,160.61,stable_saver
U0006,2025-05-22,debt_payment,expense,284.86,stable_saver
U0006,2025-05-24,shopping,expense,145.31,stable_saver
U0006,2025-05-24,savings_transfer,savings,1336.95,stable_saver
U0006,2025-05-25,transport,expense,20.52,stable_saver
U0006,2025-05-25,restaurants,expense,0.94,stable_saver
U0006,2025-05-27,shopping,expense,36.78,stable_saver
U0006,2025-05-28,transport,expense,10.15,stable_saver
U0006,2025-06-01,salary,income,6925.76,stable_saver
U0006,2025-06-02,savings_transfer,savings,1593.65,stable_saver
U0006,2025-06-03,restaurants,expense,66.7,stable_saver
U0006,2025-06-04,restaurants,expense,134.85,stable_saver
U0006,2025-06-04,subscriptions,expense,30.08,stable_saver
U0006,2025-06-06,subscriptions,expense,43.31,stable_saver
U0006,2025-06-07,groceries,expense,41.96,stable_saver
U0006,2025-06-08,shopping,expense,98.93,stable_saver
U0006,2025-06-09,groceries,expense,490.23,stable_saver
U0006,2025-06-09,shopping,expense,61.45,stable_saver
U0006,2025-06-09,shopping,expense,75.88,stable_saver
U0006,2025-06-11,subscriptions,expense,21.32,stable_saver
U0006,2025-06-13,transport,expense,6.94,stable_saver
U0006,2025-06-14,shopping,expense,62.31,stable_saver
U0006,2025-06-17,insurance,expense,445.47,stable_saver
U0006,2025-06-20,transport,expense,165.39,stable_saver
U0006,2025-06-21,transport,expense,20.35,stable_saver
U0006,2025-06-21,debt_payment,expense,303.75,stable_saver
U0006,2025-06-22,restaurants,expense,34.66,stable_saver
U0006,2025-06-22,shopping,expense,70.05,stable_saver
U0006,2025-06-23,travel,expense,29.11,stable_saver
U0006,2025-06-24,rent,expense,2362.89,stable_saver
U0006,2025-06-24,transport,expense,29.22,stable_saver
U0006,2025-06-24,shopping,expense,78.33,stable_saver
U0006,2025-06-24,shopping,expense,39.81,stable_saver
U0006,2025-06-26,groceries,expense,122.68,stable_saver
U0006,2025-06-26,transport,expense,21.41,stable_saver
U0006,2025-06-26,restaurants,expense,53.76,stable_saver
U0006,2025-06-27,transport,expense,134.25,stable_saver
U0006,2025-06-28,travel,expense,216.68,stable_saver
U0006,2025-07-01,salary,income,6297.36,stable_saver
U0006,2025-07-03,groceries,expense,656.8,stable_saver
U0006,2025-07-04,restaurants,expense,116.89,stable_saver
U0006,2025-07-04,shopping,expense,96.69,stable_saver
U0006,2025-07-04,subscriptions,expense,1.95,stable_saver
U0006,2025-07-06,groceries,expense,97.88,stable_saver
U0006,2025-07-06,restaurants,expense,3.3,stable_saver
U0006,2025-07-06,debt_payment,expense,264.08,stable_saver
U0006,2025-07-08,transport,expense,74.37,stable_saver
U0006,2025-07-09,travel,expense,3.35,stable_saver
U0006,2025-07-10,travel,expense,140.99,stable_saver
U0006,2025-07-10,subscriptions,expense,64.36,stable_saver
U0006,2025-07-11,transport,expense,27.11,stable_saver
U0006,2025-07-12,restaurants,expense,43.65,stable_saver
U0006,2025-07-13,insurance,expense,368.98,stable_saver
U0006,2025-07-13,transport,expense,74.35,stable_saver
U0006,2025-07-14,savings_transfer,savings,1434.02,stable_saver
U0006,2025-07-15,shopping,expense,126.94,stable_saver
U0006,2025-07-16,restaurants,expense,20.12,stable_saver
U0006,2025-07-17,subscriptions,expense,7.85,stable_saver
U0006,2025-07-19,subscriptions,expense,19.22,stable_saver
U0006,2025-07-20,restaurants,expense,68.72,stable_saver
U0006,2025-07-20,restaurants,expense,8.18,stable_saver
U0006,2025-07-21,transport,expense,127.65,stable_saver
U0006,2025-07-22,rent,expense,2091.94,stable_saver
U0006,2025-07-23,travel,expense,8.36,stable_saver
U0006,2025-07-24,transport,expense,41.94,stable_saver
U0006,2025-07-25,restaurants,expense,0.47,stable_saver
U0006,2025-07-25,shopping,expense,0.19,stable_saver
U0006,2025-07-25,subscriptions,expense,11.37,stable_saver
U0006,2025-07-26,transport,expense,19.05,stable_saver
U0006,2025-07-26,shopping,expense,3.63,stable_saver
U0006,2025-07-27,shopping,expense,72.44,stable_saver
U0006,2025-07-27,shopping,expense,16.58,stable_saver
U0006,2025-07-27,travel,expense,3.19,stable_saver
U0006,2025-08-02,salary,income,7524.42,stable_saver
U0006,2025-08-02,subscriptions,expense,41.31,stable_saver
U0006,2025-08-02,savings_transfer,savings,1543.24,stable_saver
U0006,2025-08-03,shopping,expense,199.51,stable_saver
U0006,2025-08-04,rent,expense,2410.84,stable_saver
U0006,2025-08-05,shopping,expense,288.43,stable_saver
U0006,2025-08-06,transport,expense,140.33,stable_saver
U0006,2025-08-06,subscriptions,expense,25.97,stable_saver
U0006,2025-08-07,groceries,expense,42.61,stable_saver
U0006,2025-08-09,groceries,expense,310.75,stable_saver
U0006,2025-08-12,restaurants,expense,185.13,stable_saver
U0006,2025-08-13,insurance,expense,484.73,stable_saver
U0006,2025-08-13,subscriptions,expense,3.96,stable_saver
U0006,2025-08-15,debt_payment,expense,317.89,stable_saver
U0006,2025-08-16,travel,expense,124.24,stable_saver
U0006,2025-08-18,transport,expense,4.52,stable_saver
U0006,2025-08-19,transport,expense,8.3,stable_saver
U0006,2025-08-19,shopping,expense,6.81,stable_saver
U0006,2025-08-19,travel,expense,6.9,stable_saver
U0006,2025-08-20,groceries,expense,345.8,stable_saver
U0006,2025-08-21,restaurants,expense,130.7,stable_saver
U0006,2025-08-22,subscriptions,expense,8.14,stable_saver
U0006,2025-08-23,groceries,expense,40.44,stable_saver
U0006,2025-08-24,transport,expense,146.4,stable_saver
U0006,2025-08-25,travel,expense,0.13,stable_saver
U0006,2025-08-26,travel,expense,165.65,stable_saver
U0006,2025-08-26,subscriptions,expense,25.04,stable_saver
U0006,2025-08-27,transport,expense,97.95,stable_saver
U0006,2025-08-28,transport,expense,60.49,stable_saver
U0006,2025-08-28,subscriptions,expense,1.13,stable_saver
U0006,2025-09-03,groceries,expense,377.5,stable_saver
U0006,2025-09-04,salary,income,6491.72,stable_saver
U0006,2025-09-05,groceries,expense,101.44,stable_saver
U0006,2025-09-05,shopping,expense,29.54,stable_saver
U0006,2025-09-10,rent,expense,2012.69,stable_saver
U0006,2025-09-10,subscriptions,expense,1.54,stable_saver
U0006,2025-09-11,travel,expense,33.33,stable_saver
U0006,2025-09-14,transport,expense,94.12,stable_saver
U0006,2025-09-14,restaurants,expense,64.45,stable_saver
U0006,2025-09-14,shopping,expense,79.24,stable_saver
U0006,2025-09-17,insurance,expense,390.56,stable_saver
U0006,2025-09-18,subscriptions,expense,11.8,stable_saver
U0006,2025-09-20,travel,expense,72.17,stable_saver
U0006,2025-09-21,restaurants,expense,292.41,stable_saver
U0006,2025-09-21,shopping,expense,44.79,stable_saver
U0006,2025-09-22,subscriptions,expense,8.25,stable_saver
U0006,2025-09-22,debt_payment,expense,250.73,stable_saver
U0006,2025-09-23,shopping,expense,67.06,stable_saver
U0006,2025-09-24,groceries,expense,169.01,stable_saver
U0006,2025-09-24,transport,expense,210.43,stable_saver
U0006,2025-09-24,restaurants,expense,36.22,stable_saver
U0006,2025-09-24,shopping,expense,67.34,stable_saver
U0006,2025-09-24,travel,expense,50.56,stable_saver
U0006,2025-09-25,savings_transfer,savings,1660.52,stable_saver
U0006,2025-09-26,groceries,expense,80.11,stable_saver
U0006,2025-09-26,subscriptions,expense,46.41,stable_saver
U0006,2025-09-27,transport,expense,190.99,stable_saver
U0006,2025-09-28,groceries,expense,63.38,stable_saver
U0006,2025-09-28,travel,expense,89.65,stable_saver
U0006,2025-10-01,salary,income,7000.19,stable_saver
U0006,2025-10-04,groceries,expense,7.03,stable_saver
U0006,2025-10-04,shopping,expense,31.92,stable_saver
U0006,2025-10-05,restaurants,expense,16.57,stable_saver
U0006,2025-10-07,groceries,expense,164.79,stable_saver
U0006,2025-10-07,subscriptions,expense,24.8,stable_saver
U0006,2025-10-09,groceries,expense,127.26,stable_saver
U0006,2025-10-09,travel,expense,2.94,stable_saver
U0006,2025-10-09,subscriptions,expense,32.21,stable_saver
U0006,2025-10-10,travel,expense,36.24,stable_saver
U0006,2025-10-11,transport,expense,33.85,stable_saver
U0006,2025-10-11,subscriptions,expense,10.4,stable_saver
U0006,2025-10-13,insurance,expense,453.57,stable_saver
U0006,2025-10-13,restaurants,expense,5.52,stable_saver
U0006,2025-10-13,subscriptions,expense,36.88,stable_saver
U0006,2025-10-14,shopping,expense,99.36,stable_saver
U0006,2025-10-16,restaurants,expense,20.9,stable_saver
U0006,2025-10-16,travel,expense,6.42,stable_saver
U0006,2025-10-17,groceries,expense,4.92,stable_saver
U0006,2025-10-17,subscriptions,expense,0.63,stable_saver
U0006,2025-10-18,shopping,expense,97.36,stable_saver
U0006,2025-10-18,travel,expense,47.56,stable_saver
U0006,2025-10-19,shopping,expense,36.2,stable_saver
U0006,2025-10-19,travel,expense,25.27,stable_saver
U0006,2025-10-20,rent,expense,2280.14,stable_saver
U0006,2025-10-20,transport,expense,163.87,stable_saver
U0006,2025-10-21,restaurants,expense,159.2,stable_saver
U0006,2025-10-21,debt_payment,expense,279.49,stable_saver
U0006,2025-10-22,transport,expense,138.76,stable_saver
U0006,2025-10-22,restaurants,expense,53.32,stable_saver
U0006,2025-10-22,subscriptions,expense,4.85,stable_saver
U0006,2025-10-24,groceries,expense,57.66,stable_saver
U0006,2025-10-24,shopping,expense,64.17,stable_saver
U0006,2025-10-24,travel,expense,17.82,stable_saver
U0006,2025-10-26,groceries,expense,468.41,stable_saver
U0006,2025-10-26,restaurants,expense,153.0,stable_saver
U0006,2025-10-27,shopping,expense,67.07,stable_saver
U0006,2025-10-27,travel,expense,151.54,stable_saver
U0006,2025-10-27,savings_transfer,savings,1570.93,stable_saver
U0006,2025-10-28,subscriptions,expense,7.17,stable_saver
U0006,2025-11-02,salary,income,6638.07,stable_saver
U0006,2025-11-02,shopping,expense,31.45,stable_saver
U0006,2025-11-03,transport,expense,40.14,stable_saver
U0006,2025-11-04,transport,expense,21.53,stable_saver
U0006,2025-11-04,savings_transfer,savings,1439.59,stable_saver
U0006,2025-11-05,shopping,expense,10.57,stable_saver
U0006,2025-11-05,subscriptions,expense,16.89,stable_saver
U0006,2025-11-08,groceries,expense,555.03,stable_saver
U0006,2025-11-08,travel,expense,79.56,stable_saver
U0006,2025-11-10,travel,expense,89.87,stable_saver
U0006,2025-11-10,subscriptions,expense,3.23,stable_saver
U0006,2025-11-11,transport,expense,77.7,stable_saver
U0006,2025-11-11,restaurants,expense,12.68,stable_saver
U0006,2025-11-11,shopping,expense,31.78,stable_saver
U0006,2025-11-11,shopping,expense,26.08,stable_saver
U0006,2025-11-13,insurance,expense,345.78,stable_saver
U0006,2025-11-13,restaurants,expense,108.4,stable_saver
U0006,2025-11-13,subscriptions,expense,5.52,stable_saver
U0006,2025-11-14,transport,expense,68.42,stable_saver
U0006,2025-11-16,rent,expense,2222.11,stable_saver
U0006,2025-11-16,shopping,expense,109.17,stable_saver
U0006,2025-11-16,subscriptions,expense,8.48,stable_saver
U0006,2025-11-17,subscriptions,expense,10.54,stable_saver
U0006,2025-11-18,transport,expense,30.51,stable_saver
U0006,2025-11-18,shopping,expense,165.26,stable_saver
U0006,2025-11-19,travel,expense,71.06,stable_saver
U0006,2025-11-19,subscriptions,expense,10.29,stable_saver
U0006,2025-11-19,debt_payment,expense,222.84,stable_saver
U0006,2025-11-21,transport,expense,29.24,stable_saver
U0006,2025-11-22,restaurants,expense,4.37,stable_saver
U0006,2025-11-22,restaurants,expense,251.1,stable_saver
U0006,2025-11-24,groceries,expense,73.37,stable_saver
U0006,2025-11-24,groceries,expense,162.52,stable_saver
U0006,2025-11-25,transport,expense,2.79,stable_saver
U0006,2025-11-28,subscriptions,expense,7.78,stable_saver
U0006,2025-12-01,salary,income,7150.35,stable_saver
U0006,2025-12-02,transport,expense,122.31,stable_saver
U0006,2025-12-03,restaurants,expense,19.93,stable_saver
U0006,2025-12-03,travel,expense,4.88,stable_saver
U0006,2025-12-06,transport,expense,56.87,stable_saver
U0006,2025-12-07,shopping,expense,53.82,stable_saver
U0006,2025-12-08,transport,expense,72.28,stable_saver
U0006,2025-12-09,groceries,expense,80.81,stable_saver
U0006,2025-12-10,restaurants,expense,16.65,stable_saver
U0006,2025-12-11,rent,expense,2276.86,stable_saver
U0006,2025-12-11,insurance,expense,356.37,stable_saver
U0006,2025-12-12,subscriptions,expense,18.97,stable_saver
U0006,2025-12-13,shopping,expense,28.86,stable_saver
U0006,2025-12-13,shopping,expense,23.46,stable_saver
U0006,2025-12-13,travel,expense,18.79,stable_saver
U0006,2025-12-15,restaurants,expense,25.53,stable_saver
U0006,2025-12-15,savings_transfer,savings,1597.37,stable_saver
U0006,2025-12-16,shopping,expense,2.64,stable_saver
U0006,2025-12-18,shopping,expense,5.89,stable_saver
U0006,2025-12-19,transport,expense,127.82,stable_saver
U0006,2025-12-19,travel,expense,29.95,stable_saver
U0006,2025-12-20,travel,expense,55.01,stable_saver
U0006,2025-12-22,groceries,expense,577.57,stable_saver
U0006,2025-12-22,shopping,expense,19.01,stable_saver
U0006,2025-12-22,subscriptions,expense,45.47,stable_saver
U0006,2025-12-23,transport,expense,9.23,stable_saver
U0006,2025-12-23,restaurants,expense,25.24,stable_saver
U0006,2025-12-23,debt_payment,expense,268.13,stable_saver
U0006,2025-12-25,transport,expense,67.57,stable_saver
U0006,2025-12-25,shopping,expense,181.33,stable_saver
U0006,2025-12-26,restaurants,expense,104.45,stable_saver
U0006,2025-12-26,restaurants,expense,5.06,stable_saver
U0006,2025-12-27,restaurants,expense,86.62,stable_saver
U0006,2025-12-27,travel,expense,26.03,stable_saver
U0007,2025-01-02,travel,expense,8.15,balanced_user
U0007,2025-01-02,travel,expense,11.14,balanced_user
U0007,2025-01-02,debt_payment,expense,543.88,balanced_user
U0007,2025-01-03,salary,income,6427.6,balanced_user
U0007,2025-01-03,groceries,expense,712.23,balanced_user
U0007,2025-01-03,subscriptions,expense,31.83,balanced_user
U0007,2025-01-03,subscriptions,expense,18.69,balanced_user
U0007,2025-01-05,rent,expense,2379.52,balanced_user
U0007,2025-01-05,subscriptions,expense,6.13,balanced_user
U0007,2025-01-05,subscriptions,expense,3.98,balanced_user
U0007,2025-01-05,subscriptions,expense,28.72,balanced_user
U0007,2025-01-09,insurance,expense,466.98,balanced_user
U0007,2025-01-10,transport,expense,91.2,balanced_user
U0007,2025-01-12,subscriptions,expense,27.22,balanced_user
U0007,2025-01-13,transport,expense,44.89,balanced_user
U0007,2025-01-13,shopping,expense,19.68,balanced_user
U0007,2025-01-14,groceries,expense,64.09,balanced_user
U0007,2025-01-14,shopping,expense,36.1,balanced_user
U0007,2025-01-15,groceries,expense,175.94,balanced_user
U0007,2025-01-15,savings_transfer,savings,871.12,balanced_user
U0007,2025-01-16,shopping,expense,39.11,balanced_user
U0007,2025-01-20,transport,expense,151.77,balanced_user
U0007,2025-01-21,shopping,expense,45.39,balanced_user
U0007,2025-01-22,restaurants,expense,91.8,balanced_user
U0007,2025-01-22,travel,expense,4.16,balanced_user
U0007,2025-01-24,shopping,expense,172.02,balanced_user
U0007,2025-01-25,transport,expense,77.2,balanced_user
U0007,2025-01-25,travel,expense,154.81,balanced_user
U0007,2025-01-27,shopping,expense,206.35,balanced_user
U0007,2025-01-28,restaurants,expense,314.11,balanced_user
U0007,2025-01-28,subscriptions,expense,9.46,balanced_user
U0007,2025-02-02,transport,expense,183.17,balanced_user
U0007,2025-02-04,salary,income,6906.94,balanced_user
U0007,2025-02-04,insurance,expense,446.27,balanced_user
U0007,2025-02-06,shopping,expense,17.53,balanced_user
U0007,2025-02-08,groceries,expense,83.05,balanced_user
U0007,2025-02-09,transport,expense,11.97,balanced_user
U0007,2025-02-11,groceries,expense,271.6,balanced_user
U0007,2025-02-11,transport,expense,48.31,balanced_user
U0007,2025-02-11,restaurants,expense,213.88,balanced_user
U0007,2025-02-12,shopping,expense,352.59,balanced_user
U0007,2025-02-12,travel,expense,114.68,balanced_user
U0007,2025-02-13,transport,expense,4.22,balanced_user
U0007,2025-02-13,savings_transfer,savings,829.08,balanced_user
U0007,2025-02-14,rent,expense,2514.08,balanced_user
U0007,2025-02-14,groceries,expense,271.0,balanced_user
U0007,2025-02-14,groceries,expense,13.18,balanced_user
U0007,2025-02-16,subscriptions,expense,37.68,balanced_user
U0007,2025-02-16,subscriptions,expense,122.63,balanced_user
U0007,2025-02-17,shopping,expense,108.47,balanced_user
U0007,2025-02-18,groceries,expense,369.59,balanced_user
U0007,2025-02-20,debt_payment,expense,596.36,balanced_user
U0007,2025-02-21,shopping,expense,24.18,balanced_user
U0007,2025-02-22,transport,expense,40.76,balanced_user
U0007,2025-02-22,travel,expense,114.47,balanced_user
U0007,2025-02-23,transport,expense,25.19,balanced_user
U0007,2025-02-25,travel,expense,132.2,balanced_user
U0007,2025-02-26,groceries,expense,4.79,balanced_user
U0007,2025-02-26,restaurants,expense,57.76,balanced_user
U0007,2025-02-26,restaurants,expense,118.76,balanced_user
U0007,2025-02-28,travel,expense,34.98,balanced_user
U0007,2025-03-02,salary,income,6831.1,balanced_user
U0007,2025-03-02,restaurants,expense,68.11,balanced_user
U0007,2025-03-05,transport,expense,89.05,balanced_user
U0007,2025-03-05,subscriptions,expense,2.03,balanced_user
U0007,2025-03-07,transport,expense,100.28,balanced_user
U0007,2025-03-09,subscriptions,expense,1.69,balanced_user
U0007,2025-03-11,insurance,expense,413.22,balanced_user
U0007,2025-03-11,transport,expense,63.59,balanced_user
U0007,2025-03-12,groceries,expense,253.39,balanced_user
U0007,2025-03-12,shopping,expense,105.02,balanced_user
U0007,2025-03-12,travel,expense,48.2,balanced_user
U0007,2025-03-12,subscriptions,expense,13.86,balanced_user
U0007,2025-03-15,transport,expense,33.74,balanced_user
U0007,2025-03-15,restaurants,expense,6.8,balanced_user
U0007,2025-03-18,transport,expense,53.04,balanced_user
U0007,2025-03-19,shopping,expense,322.39,balanced_user
U0007,2025-03-19,travel,expense,229.72,balanced_user
U0007,2025-03-19,travel,expense,15.7,balanced_user
U0007,2025-03-20,groceries,expense,111.36,balanced_user
U0007,2025-03-20,transport,expense,80.58,balanced_user
U0007,2025-03-21,restaurants,expense,37.42,balanced_user
U0007,2025-03-22,groceries,expense,427.3,balanced_user
U0007,2025-03-23,rent,expense,2549.75,balanced_user
U0007,2025-03-23,restaurants,expense,213.23,balanced_user
U0007,2025-03-23,restaurants,expense,10.82,balanced_user
U0007,2025-03-23,subscriptions,expense,53.43,balanced_user
U0007,2025-03-23,subscriptions,expense,12.54,balanced_user
U0007,2025-03-24,shopping,expense,21.23,balanced_user
U0007,2025-03-24,savings_transfer,savings,723.95,balanced_user
U0007,2025-03-25,groceries,expense,28.97,balanced_user
U0007,2025-03-25,groceries,expense,91.51,balanced_user
U0007,2025-03-25,subscriptions,expense,19.6,balanced_user
U0007,2025-03-26,restaurants,expense,24.16,balanced_user
U0007,2025-03-26,travel,expense,29.61,balanced_user
U0007,2025-03-27,subscriptions,expense,4.17,balanced_user
U0007,2025-03-28,groceries,expense,28.96,balanced_user
U0007,2025-03-28,restaurants,expense,161.07,balanced_user
U0007,2025-03-28,shopping,expense,116.07,balanced_user
U0007,2025-03-28,debt_payment,expense,577.58,balanced_user
U0007,2025-04-02,transport,expense,0.5,balanced_user
U0007,2025-04-03,salary,income,5050.79,balanced_user
U0007,2025-04-04,travel,expense,29.44,balanced_user
U0007,2025-04-04,subscriptions,expense,8.21,balanced_user
U0007,2025-04-04,subscriptions,expense,12.75,balanced_user
U0007,2025-04-05,groceries,expense,254.24,balanced_user
U0007,2025-04-05,groceries,expense,40.38,balanced_user
U0007,2025-04-05,shopping,expense,86.24,balanced_user
U0007,2025-04-05,travel,expense,2.8,balanced_user
U0007,2025-04-05,debt_payment,expense,366.06,balanced_user
U0007,2025-04-06,subscriptions,expense,23.25,balanced_user
U0007,2025-04-07,travel,expense,60.16,balanced_user
U0007,2025-04-10,subscriptions,expense,7.48,balanced_user
U0007,2025-04-12,restaurants,expense,66.05,balanced_user
U0007,2025-04-14,shopping,expense,1.52,balanced_user
U0007,2025-04-14,savings_transfer,savings,433.1,balanced_user
U0007,2025-04-15,travel,expense,57.1,balanced_user
U0007,2025-04-16,rent,expense,1825.84,balanced_user
U0007,2025-04-16,restaurants,expense,129.52,balanced_user
U0007,2025-04-17,restaurants,expense,36.82,balanced_user
U0007,2025-04-18,transport,expense,347.09,balanced_user
U0007,2025-04-18,shopping,expense,1.09,balanced_user
U0007,2025-04-18,shopping,expense,65.26,balanced_user
U0007,2025-04-20,insurance,expense,361.56,balanced_user
U0007,2025-04-20,groceries,expense,313.28,balanced_user
U0007,2025-04-20,restaurants,expense,162.65,balanced_user
U0007,2025-04-20,restaurants,expense,30.81,balanced_user
U0007,2025-04-22,groceries,expense,85.64,balanced_user
U0007,2025-04-22,groceries,expense,56.95,balanced_user
U0007,2025-04-22,travel,expense,1.13,balanced_user
U0007,2025-04-22,subscriptions,expense,27.16,balanced_user
U0007,2025-04-22,subscriptions,expense,3.62,balanced_user
U0007,2025-04-23,transport,expense,19.93,balanced_user
U0007,2025-04-23,subscriptions,expense,11.68,balanced_user
U0007,2025-04-24,shopping,expense,305.33,balanced_user
U0007,2025-04-26,travel,expense,0.43,balanced_user
U0007,2025-05-02,salary,income,6324.6,balanced_user
U0007,2025-05-03,groceries,expense,3.51,balanced_user
U0007,2025-05-03,shopping,expense,83.53,balanced_user
U0007,2025-05-04,groceries,expense,74.86,balanced_user
U0007,2025-05-05,subscriptions,expense,6.38,balanced_user
U0007,2025-05-06,shopping,expense,185.6,balanced_user
U0007,2025-05-07,transport,expense,163.27,balanced_user
U0007,2025-05-07,restaurants,expense,8.84,balanced_user
U0007,2025-05-07,subscriptions,expense,21.92,balanced_user
U0007,2025-05-08,insurance,expense,445.05,balanced_user
U0007,2025-05-08,subscriptions,expense,68.1,balanced_user
U0007,2025-05-10,transport,expense,27.42,balanced_user
U0007,2025-05-10,shopping,expense,13.82,balanced_user
U0007,2025-05-11,restaurants,expense,6.36,balanced_user
U0007,2025-05-12,transport,expense,128.69,balanced_user
U0007,2025-05-14,transport,expense,86.43,balanced_user
U0007,2025-05-14,travel,expense,21.06,balanced_user
U0007,2025-05-15,rent,expense,2348.71,balanced_user
U0007,2025-05-17,groceries,expense,100.22,balanced_user
U0007,2025-05-17,shopping,expense,32.84,balanced_user
U0007,2025-05-17,subscriptions,expense,33.61,balanced_user
U0007,2025-05-17,debt_payment,expense,591.55,balanced_user
U0007,2025-05-18,restaurants,expense,63.51,balanced_user
U0007,2025-05-19,shopping,expense,66.4,balanced_user
U0007,2025-05-19,travel,expense,215.23,balanced_user
U0007,2025-05-20,groceries,expense,554.16,balanced_user
U0007,2025-05-21,groceries,expense,26.14,balanced_user
U0007,2025-05-21,shopping,expense,8.89,balanced_user
U0007,2025-05-23,savings_transfer,savings,647.5,balanced_user
U0007,2025-05-25,restaurants,expense,129.2,balanced_user
U0007,2025-05-26,shopping,expense,59.68,balanced_user
U0007,2025-05-28,restaurants,expense,123.87,balanced_user
U0007,2025-06-01,salary,income,6529.53,balanced_user
U0007,2025-06-02,restaurants,expense,63.43,balanced_user
U0007,2025-06-04,groceries,expense,17.76,balanced_user
U0007,2025-06-04,shopping,expense,75.88,balanced_user
U0007,2025-06-05,rent,expense,2281.78,balanced_user
U0007,2025-06-05,shopping,expense,122.02,balanced_user
U0007,2025-06-07,groceries,expense,119.93,balanced_user
U0007,2025-06-07,shopping,expense,57.08,balanced_user
U0007,2025-06-07,subscriptions,expense,9.12,balanced_user
U0007,2025-06-09,transport,expense,65.2,balanced_user
U0007,2025-06-10,groceries,expense,57.33,balanced_user
U0007,2025-06-10,debt_payment,expense,580.83,balanced_user
U0007,2025-06-11,restaurants,expense,30.8,balanced_user
U0007,2025-06-12,savings_transfer,savings,783.25,balanced_user
U0007,2025-06-13,groceries,expense,54.86,balanced_user
U0007,2025-06-13,subscriptions,expense,9.22,balanced_user
U0007,2025-06-15,groceries,expense,87.95,balanced_user
U0007,2025-06-16,transport,expense,166.33,balanced_user
U0007,2025-06-17,insurance,expense,341.11,balanced_user
U0007,2025-06-18,restaurants,expense,172.91,balanced_user
U0007,2025-06-18,restaurants,expense,52.37,balanced_user
U0007,2025-06-19,restaurants,expense,18.63,balanced_user
U0007,2025-06-19,shopping,expense,13.03,balanced_user
U0007,2025-06-19,subscriptions,expense,79.1,balanced_user
U0007,2025-06-20,restaurants,expense,29.85,balanced_user
U0007,2025-06-21,travel,expense,35.81,balanced_user
U0007,2025-06-21,travel,expense,130.77,balanced_user
U0007,2025-06-23,shopping,expense,172.33,balanced_user
U0007,2025-06-24,groceries,expense,317.96,balanced_user
U0007,2025-06-25,shopping,expense,27.22,balanced_user
U0007,2025-06-25,travel,expense,37.19,balanced_user
U0007,2025-06-26,groceries,expense,17.2,balanced_user
U0007,2025-06-26,transport,expense,152.67,balanced_user
U0007,2025-06-26,transport,expense,108.62,balanced_user
U0007,2025-06-26,shopping,expense,64.09,balanced_user
U0007,2025-06-28,restaurants,expense,83.68,balanced_user
U0007,2025-06-28,travel,expense,161.59,balanced_user
U0007,2025-07-02,insurance,expense,442.79,balanced_user
U0007,2025-07-02,groceries,expense,290.48,balanced_user
U0007,2025-07-03,salary,income,6582.61,balanced_user
U0007,2025-07-03,travel,expense,69.9,balanced_user
U0007,2025-07-04,transport,expense,56.82,balanced_user
U0007,2025-07-04,subscriptions,expense,7.1,balanced_user
U0007,2025-07-06,transport,expense,93.53,balanced_user
U0007,2025-07-07,travel,expense,41.75,balanced_user
U0007,2025-07-07,subscriptions,expense,59.6,balanced_user
U0007,2025-07-07,savings_transfer,savings,703.02,balanced_user
U0007,2025-07-08,subscriptions,expense,1.69,balanced_user
U0007,2025-07-08,subscriptions,expense,40.8,balanced_user
U0007,2025-07-11,transport,expense,43.18,balanced_user
U0007,2025-07-11,debt_payment,expense,467.34,balanced_user
U0007,2025-07-12,groceries,expense,103.41,balanced_user
U0007,2025-07-13,subscriptions,expense,16.07,balanced_user
U0007,2025-07-14,groceries,expense,41.47,balanced_user
U0007,2025-07-14,travel,expense,24.33,balanced_user
U0007,2025-07-14,travel,expense,29.48,balanced_user
U0007,2025-07-14,travel,expense,70.01,balanced_user
